split,method,threshold,prob_bin,mean_predicted_probability,empirical_frequency,count,calibration_error,bin_lower,bin_upper
validation,global_sigma_scaled,0.0,0.4-0.5,0.4519221252272277,0.4124783362218371,577,-0.039443789005390584,0.4,0.5
validation,global_sigma_scaled,0.0,0.5-0.6,0.5504532443750866,0.5537790697674418,688,0.003325825392355264,0.5,0.6000000000000001
validation,global_sigma_scaled,0.0,0.6-0.7,0.6555951114067329,0.733957219251337,748,0.07836210784460407,0.6000000000000001,0.7000000000000001
validation,global_sigma_scaled,0.0,0.7-0.8,0.7524611654815226,0.675564681724846,974,-0.07689648375667668,0.7000000000000001,0.8
validation,global_sigma_scaled,0.0,0.8-0.9,0.8525512275583007,0.7974358974358975,1170,-0.05511533012240322,0.8,0.9
validation,global_sigma_scaled,0.0,0.9-1.0,0.9791032773398474,0.9685814027292923,3151,-0.010521874610555093,0.9,1.0
validation,global_sigma_scaled,1.0,0.0-0.1,0.013933016442603708,0.011976047904191617,501,-0.001956968538412091,0.0,0.1
validation,global_sigma_scaled,1.0,0.1-0.2,0.1518983284374938,0.23008849557522124,113,0.07819016713772745,0.1,0.2
validation,global_sigma_scaled,1.0,0.2-0.3,0.2507617336047722,0.36046511627906974,86,0.10970338267429752,0.2,0.30000000000000004
validation,global_sigma_scaled,1.0,0.3-0.4,0.34472786840685643,0.22807017543859648,57,-0.11665769296825995,0.30000000000000004,0.4
validation,global_sigma_scaled,1.0,0.4-0.5,0.45977438142636873,0.40350877192982454,57,-0.05626560949654419,0.4,0.5
validation,global_sigma_scaled,1.0,0.5-0.6,0.5582301334360417,0.5344827586206896,116,-0.02374737481535205,0.5,0.6000000000000001
validation,global_sigma_scaled,1.0,0.6-0.7,0.658084033693221,0.6264044943820225,356,-0.03167953931119849,0.6000000000000001,0.7000000000000001
validation,global_sigma_scaled,1.0,0.7-0.8,0.7550730989850408,0.7394270122783083,733,-0.01564608670673251,0.7000000000000001,0.8
validation,global_sigma_scaled,1.0,0.8-0.9,0.8576059933535078,0.8671328671328671,1144,0.009526873779359235,0.8,0.9
validation,global_sigma_scaled,1.0,0.9-1.0,0.9794943511637849,0.9524995552392813,5621,-0.0269947959245036,0.9,1.0
validation,global_sigma_scaled,2.0,0.0-0.1,0.010474630677847293,0.0,164,-0.010474630677847293,0.0,0.1
validation,global_sigma_scaled,2.0,0.1-0.2,0.1575477535843824,0.0,51,-0.1575477535843824,0.1,0.2
validation,global_sigma_scaled,2.0,0.2-0.3,0.24427512399658272,0.125,40,-0.11927512399658272,0.2,0.30000000000000004
validation,global_sigma_scaled,2.0,0.3-0.4,0.3551832980384199,0.1724137931034483,29,-0.18276950493497163,0.30000000000000004,0.4
validation,global_sigma_scaled,2.0,0.4-0.5,0.4413173962182792,0.6521739130434783,46,0.21085651682519907,0.4,0.5
validation,global_sigma_scaled,2.0,0.5-0.6,0.5547764076984231,0.6851851851851852,54,0.13040877748676216,0.5,0.6000000000000001
validation,global_sigma_scaled,2.0,0.6-0.7,0.662731416029409,0.6190476190476191,63,-0.043683796981789924,0.6000000000000001,0.7000000000000001
validation,global_sigma_scaled,2.0,0.7-0.8,0.7609467231690945,0.6274509803921569,102,-0.13349574277693765,0.7000000000000001,0.8
validation,global_sigma_scaled,2.0,0.8-0.9,0.8609642239773022,0.7961672473867596,574,-0.06479697659054262,0.8,0.9
validation,global_sigma_scaled,2.0,0.9-1.0,0.9853066472999148,0.9694556846364705,7661,-0.015850962663444323,0.9,1.0
validation,global_sigma_scaled,3.0,0.0-0.1,0.02198522805472315,0.0,76,-0.02198522805472315,0.0,0.1
validation,global_sigma_scaled,3.0,0.1-0.2,0.1488066603251023,0.0,16,-0.1488066603251023,0.1,0.2
validation,global_sigma_scaled,3.0,0.2-0.3,0.23486132714437608,0.037037037037037035,27,-0.19782429010733904,0.2,0.30000000000000004
validation,global_sigma_scaled,3.0,0.3-0.4,0.3510087254823849,0.36363636363636365,22,0.01262763815397877,0.30000000000000004,0.4
validation,global_sigma_scaled,3.0,0.4-0.5,0.46014779266331446,0.3333333333333333,6,-0.12681445932998114,0.4,0.5
validation,global_sigma_scaled,3.0,0.5-0.6,0.5450546127086691,0.11764705882352941,17,-0.4274075538851396,0.5,0.6000000000000001
validation,global_sigma_scaled,3.0,0.6-0.7,0.648586086009528,0.6190476190476191,21,-0.029538466961908982,0.6000000000000001,0.7000000000000001
validation,global_sigma_scaled,3.0,0.7-0.8,0.7514550286175379,0.6666666666666666,51,-0.08478836195087125,0.7000000000000001,0.8
validation,global_sigma_scaled,3.0,0.8-0.9,0.8620302293558394,0.8152173913043478,92,-0.04681283805149161,0.8,0.9
validation,global_sigma_scaled,3.0,0.9-1.0,0.9940419672641798,0.9774124881740776,8456,-0.01662947909010226,0.9,1.0
validation,global_sigma_scaled,5.0,0.0-0.1,,,0,,0.0,0.1
validation,global_sigma_scaled,5.0,0.1-0.2,,,0,,0.1,0.2
validation,global_sigma_scaled,5.0,0.2-0.3,0.28449573369822545,0.0,8,-0.28449573369822545,0.2,0.30000000000000004
validation,global_sigma_scaled,5.0,0.3-0.4,0.37960188812091983,0.0,1,-0.37960188812091983,0.30000000000000004,0.4
validation,global_sigma_scaled,5.0,0.4-0.5,0.45399412350993146,0.0,11,-0.45399412350993146,0.4,0.5
validation,global_sigma_scaled,5.0,0.5-0.6,0.5598870794028894,0.0,12,-0.5598870794028894,0.5,0.6000000000000001
validation,global_sigma_scaled,5.0,0.6-0.7,0.6566679125452579,0.0,12,-0.6566679125452579,0.6000000000000001,0.7000000000000001
validation,global_sigma_scaled,5.0,0.7-0.8,0.7512004547617935,0.5,4,-0.25120045476179353,0.7000000000000001,0.8
validation,global_sigma_scaled,5.0,0.8-0.9,0.8623632228529365,0.7,10,-0.16236322285293658,0.8,0.9
validation,global_sigma_scaled,5.0,0.9-1.0,0.9993901264311414,0.9946137978455192,8726,-0.004776328585622269,0.9,1.0
test,global_sigma_scaled,-5.0,0.0-0.1,0.006320159308006437,0.02749551703526599,11711,0.02117535772725955,0.0,0.1
test,global_sigma_scaled,-5.0,0.1-0.2,0.13645769438945646,0.39,300,0.2535423056105436,0.1,0.2
test,global_sigma_scaled,-5.0,0.2-0.3,0.2490588836264352,0.7297297297297297,74,0.4806708461032945,0.2,0.30000000000000004
test,global_sigma_scaled,-5.0,0.3-0.4,0.328436429783644,1.0,34,0.671563570216356,0.30000000000000004,0.4
test,global_sigma_scaled,-5.0,0.4-0.5,0.4131055742789629,1.0,1,0.5868944257210371,0.4,0.5
test,global_sigma_scaled,-5.0,0.5-0.6,,,0,,0.5,0.6000000000000001
test,global_sigma_scaled,-5.0,0.6-0.7,,,0,,0.6000000000000001,0.7000000000000001
test,global_sigma_scaled,-5.0,0.7-0.8,,,0,,0.7000000000000001,0.8
test,global_sigma_scaled,-5.0,0.8-0.9,,,0,,0.8,0.9
test,global_sigma_scaled,-5.0,0.9-1.0,,,0,,0.9,1.0
test,global_sigma_scaled,-3.0,0.0-0.1,0.01871490460106055,0.05467843046203854,8614,0.03596352586097799,0.0,0.1
test,global_sigma_scaled,-3.0,0.1-0.2,0.14476324139692007,0.2806361085126286,1069,0.13587286711570853,0.1,0.2
test,global_sigma_scaled,-3.0,0.2-0.3,0.24155978011641427,0.4497444633730835,587,0.20818468325666922,0.2,0.30000000000000004
test,global_sigma_scaled,-3.0,0.3-0.4,0.34881753473648397,0.5888324873096447,394,0.2400149525731607,0.30000000000000004,0.4
test,global_sigma_scaled,-3.0,0.4-0.5,0.44739523193906544,0.6917808219178082,292,0.24438558997874277,0.4,0.5
test,global_sigma_scaled,-3.0,0.5-0.6,0.5481191928365695,0.7959183673469388,245,0.24779917451036926,0.5,0.6000000000000001
test,global_sigma_scaled,-3.0,0.6-0.7,0.653225958876109,0.9105431309904153,313,0.25731717211430627,0.6000000000000001,0.7000000000000001
test,global_sigma_scaled,-3.0,0.7-0.8,0.7517795464477252,0.9693251533742331,326,0.21754560692650793,0.7000000000000001,0.8
test,global_sigma_scaled,-3.0,0.8-0.9,0.8467345704220072,0.995575221238938,226,0.14884065081693088,0.8,0.9
test,global_sigma_scaled,-3.0,0.9-1.0,0.9249468023903836,1.0,54,0.07505319760961637,0.9,1.0
test,global_sigma_scaled,-2.0,0.0-0.1,0.02477254564432657,0.06835865135235272,5398,0.04358610570802615,0.0,0.1
test,global_sigma_scaled,-2.0,0.1-0.2,0.14056280050324244,0.2755276668568169,1753,0.13496486635357446,0.1,0.2
test,global_sigma_scaled,-2.0,0.2-0.3,0.2468643865448042,0.3898840885142255,949,0.14301970196942132,0.2,0.30000000000000004
test,global_sigma_scaled,-2.0,0.3-0.4,0.34636834935553523,0.4742765273311897,622,0.12790817797565446,0.30000000000000004,0.4
test,global_sigma_scaled,-2.0,0.4-0.5,0.4473479249841594,0.6029173419773096,617,0.15556941699315024,0.4,0.5
test,global_sigma_scaled,-2.0,0.5-0.6,0.549418571936726,0.6388261851015802,443,0.08940761316485413,0.5,0.6000000000000001
test,global_sigma_scaled,-2.0,0.6-0.7,0.647998275004748,0.796420581655481,447,0.14842230665073297,0.6000000000000001,0.7000000000000001
test,global_sigma_scaled,-2.0,0.7-0.8,0.7505356826894061,0.8875598086124402,418,0.13702412592303415,0.7000000000000001,0.8
test,global_sigma_scaled,-2.0,0.8-0.9,0.8486918966371972,0.949874686716792,399,0.10118279007959474,0.8,0.9
test,global_sigma_scaled,-2.0,0.9-1.0,0.9680674311302903,0.9925512104283054,1074,0.02448377929801515,0.9,1.0
test,global_sigma_scaled,-1.0,0.0-0.1,0.011041740214610093,0.0035474970437524636,2537,-0.0074942431708576295,0.0,0.1
test,global_sigma_scaled,-1.0,0.1-0.2,0.15684292168665054,0.3187633262260128,938,0.16192040453936224,0.1,0.2
test,global_sigma_scaled,-1.0,0.2-0.3,0.2497870460867629,0.44049159120310477,1546,0.19070454511634188,0.2,0.30000000000000004
test,global_sigma_scaled,-1.0,0.3-0.4,0.3451914761323612,0.5204280155642024,1028,0.1752365394318412,0.30000000000000004,0.4
test,global_sigma_scaled,-1.0,0.4-0.5,0.4477922903675811,0.5870348139255702,833,0.1392425235579891,0.4,0.5
test,global_sigma_scaled,-1.0,0.5-0.6,0.5521093152805764,0.6521164021164021,756,0.10000708683582571,0.5,0.6000000000000001
test,global_sigma_scaled,-1.0,0.6-0.7,0.6484379771140347,0.6743421052631579,608,0.02590412814912313,0.6000000000000001,0.7000000000000001
test,global_sigma_scaled,-1.0,0.7-0.8,0.7490933066491655,0.804915514592934,651,0.055822207943768465,0.7000000000000001,0.8
test,global_sigma_scaled,-1.0,0.8-0.9,0.8499931176858851,0.8634969325153374,652,0.013503814829452288,0.8,0.9
test,global_sigma_scaled,-1.0,0.9-1.0,0.9810704070400964,0.9821081291326332,2571,0.0010377220925368302,0.9,1.0
test,global_sigma_scaled,0.0,0.0-0.1,0.008783212919685063,0.003355704697986577,1490,-0.005427508221698485,0.0,0.1
test,global_sigma_scaled,0.0,0.1-0.2,0.14912251999112686,0.09523809523809523,168,-0.05388442475303162,0.1,0.2
test,global_sigma_scaled,0.0,0.2-0.3,0.2600371312789909,0.15,280,-0.11003713127899092,0.2,0.30000000000000004
test,global_sigma_scaled,0.0,0.3-0.4,0.3581315613147848,0.432967032967033,455,0.07483547165224819,0.30000000000000004,0.4
test,global_sigma_scaled,0.0,0.4-0.5,0.453932956733424,0.5720802919708029,1096,0.11814733523737891,0.4,0.5
test,global_sigma_scaled,0.0,0.5-0.6,0.547993210907937,0.6448184233835252,1129,0.09682521247558828,0.5,0.6000000000000001
test,global_sigma_scaled,0.0,0.6-0.7,0.6473251393975442,0.6851851851851852,918,0.03786004578764102,0.6000000000000001,0.7000000000000001
test,global_sigma_scaled,0.0,0.7-0.8,0.749149793069016,0.7347150259067358,965,-0.014434767162280204,0.7000000000000001,0.8
test,global_sigma_scaled,0.0,0.8-0.9,0.8494278370335967,0.7961254612546126,1084,-0.05330237577898411,0.8,0.9
test,global_sigma_scaled,0.0,0.9-1.0,0.9820995326485766,0.9737596471885336,4535,-0.00833988546004305,0.9,1.0
test,global_sigma_scaled,1.0,0.0-0.1,0.011316586320777762,0.0035671819262782403,841,-0.007749404394499521,0.0,0.1
test,global_sigma_scaled,1.0,0.1-0.2,0.1481648701274875,0.19834710743801653,121,0.05018223731052904,0.1,0.2
test,global_sigma_scaled,1.0,0.2-0.3,0.25030764947118583,0.21052631578947367,76,-0.03978133368171216,0.2,0.30000000000000004
test,global_sigma_scaled,1.0,0.3-0.4,0.35165899646993554,0.3418803418803419,117,-0.00977865458959365,0.30000000000000004,0.4
test,global_sigma_scaled,1.0,0.4-0.5,0.4628750025850786,0.41007194244604317,139,-0.05280306013903541,0.4,0.5
test,global_sigma_scaled,1.0,0.5-0.6,0.5524478272280198,0.6175548589341693,319,0.06510703170614951,0.5,0.6000000000000001
test,global_sigma_scaled,1.0,0.6-0.7,0.6588595158209484,0.6327372764786795,727,-0.02612223934226887,0.6000000000000001,0.7000000000000001
test,global_sigma_scaled,1.0,0.7-0.8,0.7533759124736363,0.7283558379666402,1259,-0.02502007450699617,0.7000000000000001,0.8
test,global_sigma_scaled,1.0,0.8-0.9,0.8520782365215656,0.8456549935149157,1542,-0.00642324300664987,0.8,0.9
test,global_sigma_scaled,1.0,0.9-1.0,0.9826424590249033,0.9637483880212064,6979,-0.01889407100369689,0.9,1.0
test,global_sigma_scaled,2.0,0.0-0.1,0.01583900278613913,0.003389830508474576,295,-0.012449172277664554,0.0,0.1
test,global_sigma_scaled,2.0,0.1-0.2,0.15459327743175094,0.0,116,-0.15459327743175094,0.1,0.2
test,global_sigma_scaled,2.0,0.2-0.3,0.24035634783458534,0.030612244897959183,98,-0.20974410293662615,0.2,0.30000000000000004
test,global_sigma_scaled,2.0,0.3-0.4,0.35892791716500577,0.043478260869565216,46,-0.31544965629544053,0.30000000000000004,0.4
test,global_sigma_scaled,2.0,0.4-0.5,0.4600467903691096,0.24242424242424243,33,-0.21762254794486718,0.4,0.5
test,global_sigma_scaled,2.0,0.5-0.6,0.5550818281658072,0.6046511627906976,43,0.04956933462489044,0.5,0.6000000000000001
test,global_sigma_scaled,2.0,0.6-0.7,0.6586126190795287,0.6517857142857143,112,-0.006826904793814426,0.6000000000000001,0.7000000000000001
test,global_sigma_scaled,2.0,0.7-0.8,0.7565349395046792,0.6114864864864865,296,-0.1450484530181927,0.7000000000000001,0.8
test,global_sigma_scaled,2.0,0.8-0.9,0.8587701500959481,0.8047945205479452,1168,-0.053975629548002946,0.8,0.9
test,global_sigma_scaled,2.0,0.9-1.0,0.9841410381571194,0.9625743972561284,9913,-0.02156664090099103,0.9,1.0
test,global_sigma_scaled,3.0,0.0-0.1,0.025224790552815214,0.0,138,-0.025224790552815214,0.0,0.1
test,global_sigma_scaled,3.0,0.1-0.2,0.1496560514822972,0.0196078431372549,51,-0.13004820834504227,0.1,0.2
test,global_sigma_scaled,3.0,0.2-0.3,0.25387130728962126,0.05555555555555555,18,-0.1983157517340657,0.2,0.30000000000000004
test,global_sigma_scaled,3.0,0.3-0.4,0.33964637069509546,0.17391304347826086,23,-0.1657333272168346,0.30000000000000004,0.4
test,global_sigma_scaled,3.0,0.4-0.5,0.45513076705985517,0.21428571428571427,28,-0.2408450527741409,0.4,0.5
test,global_sigma_scaled,3.0,0.5-0.6,0.5589160581529993,0.45,20,-0.10891605815299926,0.5,0.6000000000000001
test,global_sigma_scaled,3.0,0.6-0.7,0.6492372484094394,0.6857142857142857,35,0.036477037304846305,0.6000000000000001,0.7000000000000001
test,global_sigma_scaled,3.0,0.7-0.8,0.7511591263879785,0.7727272727272727,44,0.02156814633929416,0.7000000000000001,0.8
test,global_sigma_scaled,3.0,0.8-0.9,0.8690834459088692,0.7535545023696683,211,-0.11552894353920096,0.8,0.9
test,global_sigma_scaled,3.0,0.9-1.0,0.9919051657816563,0.9787049861495845,11552,-0.013200179632071873,0.9,1.0
test,global_sigma_scaled,5.0,0.0-0.1,,,0,,0.0,0.1
test,global_sigma_scaled,5.0,0.1-0.2,,,0,,0.1,0.2
test,global_sigma_scaled,5.0,0.2-0.3,0.2618689981748233,0.0,16,-0.2618689981748233,0.2,0.30000000000000004
test,global_sigma_scaled,5.0,0.3-0.4,0.3511910190496305,0.0,18,-0.3511910190496305,0.30000000000000004,0.4
test,global_sigma_scaled,5.0,0.4-0.5,0.4637851325693273,0.0,4,-0.4637851325693273,0.4,0.5
test,global_sigma_scaled,5.0,0.5-0.6,0.5371312893889885,0.35714285714285715,28,-0.1799884322461313,0.5,0.6000000000000001
test,global_sigma_scaled,5.0,0.6-0.7,0.6292571895773105,0.9375,16,0.30824281042268953,0.6000000000000001,0.7000000000000001
test,global_sigma_scaled,5.0,0.7-0.8,0.7536295784440106,0.7777777777777778,9,0.024148199333767217,0.7000000000000001,0.8
test,global_sigma_scaled,5.0,0.8-0.9,0.8564377725629274,1.0,20,0.1435622274370726,0.8,0.9
test,global_sigma_scaled,5.0,0.9-1.0,0.9993431654910149,0.9969189774335915,12009,-0.002424188057423393,0.9,1.0
