row_id,split,date,timestamp,prediction_time,prediction_timestamp,location,forecast_high,actual_high,forecast_horizon_hours,forecast_error,mu,sigma,nll,distribution_type,sigma_scale
73,validation,2024-01-04,2024-01-04 05:00:00,2024-01-04 05:00:00,2024-01-04 05:00:00,NYC,43.96997802734379,45.0,10.0,1.0300219727,0.3908735743172308,2.6299587768105104,1.9154375267833372,normal,1.0
74,validation,2024-01-04,2024-01-04 06:00:00,2024-01-04 06:00:00,2024-01-04 06:00:00,NYC,43.96997802734379,45.0,9.0,1.0300219727,0.8686260530978143,2.653401937101219,1.8966310030285491,normal,1.0
75,validation,2024-01-04,2024-01-04 07:00:00,2024-01-04 07:00:00,2024-01-04 07:00:00,NYC,43.96997802734379,45.0,8.0,1.0300219727,0.7864867451487542,2.688406431171935,1.9119901674661253,normal,1.0
76,validation,2024-01-04,2024-01-04 08:00:00,2024-01-04 08:00:00,2024-01-04 08:00:00,NYC,43.069978027343794,45.0,7.0,1.9300219727,0.7226438399325167,2.430249644499984,1.9303437947823068,normal,1.0
77,validation,2024-01-04,2024-01-04 09:00:00,2024-01-04 09:00:00,2024-01-04 09:00:00,NYC,43.069978027343794,45.0,6.0,1.9300219727,0.6437876760917828,2.3302705989130432,1.917257147726048,normal,1.0
78,validation,2024-01-04,2024-01-04 10:00:00,2024-01-04 10:00:00,2024-01-04 10:00:00,NYC,43.069978027343794,45.0,5.0,1.9300219727,0.1285490318422759,2.2629129473296197,2.0524677588162237,normal,1.0
79,validation,2024-01-04,2024-01-04 11:00:00,2024-01-04 11:00:00,2024-01-04 11:00:00,NYC,43.069978027343794,45.0,4.0,1.9300219727,0.3831303624355635,2.0781777103545322,1.9274584146809266,normal,1.0
80,validation,2024-01-04,2024-01-04 12:00:00,2024-01-04 12:00:00,2024-01-04 12:00:00,NYC,43.069978027343794,45.0,3.0,1.9300219727,1.576080882244003,1.3598377398692565,1.26017723913218,normal,1.0
81,validation,2024-01-04,2024-01-04 13:00:00,2024-01-04 13:00:00,2024-01-04 13:00:00,NYC,43.069978027343794,45.0,2.0,1.9300219727,2.2338296069115646,1.206305598872422,1.1382151194380514,normal,1.0
82,validation,2024-01-04,2024-01-04 14:00:00,2024-01-04 14:00:00,2024-01-04 14:00:00,NYC,43.069978027343794,45.0,1.0,1.9300219727,1.9987817823753775,0.8963778005045825,0.8124873287887255,normal,1.0
