trade_id,city,target_date,event_ticker,market_ticker,signal_timestamp,execution_timestamp,settlement_timestamp,prediction_time,probability_age_minutes,model_probability,side,entry_price,unadjusted_entry_price,quote_source,quote_field,execution_gap_minutes,contracts,gross_cost,fees,slippage_per_contract,cash_committed,predicted_edge,lower_confidence_edge,settlement,settlement_source,execution_assumption,evidence_label,supports_profitability_claim,cash_after_settlement,gross_pnl,net_pnl,outer_fold_id,selected_filter_candidate,kelly_fraction
1,NYC,2025-05-05,KXHIGHNY-25MAY05,KXHIGHNY-25MAY05-B60.5,2025-05-05 14:15:00+00:00,2025-05-05 14:16:00+00:00,2025-05-12 14:00:00+00:00,2025-05-05 14:00:00+00:00,15.0,0.1501730528692295,BUY_YES,0.06,0.05,kalshi_candlestick,yes_ask_open,1.0,62,3.7199999999999998,0.25,0.01,3.9699999999999998,0.0801730528692295,0.0141794466573023,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1048.37,58.28,58.03,trading_outer_00,edge_0_all_both_unlimited,0.25
2,NYC,2025-05-05,KXHIGHNY-25MAY05,KXHIGHNY-25MAY05-B62.5,2025-05-05 14:15:00+00:00,2025-05-05 14:17:00+00:00,2025-05-12 14:00:00+00:00,2025-05-05 14:00:00+00:00,15.0,0.8498269471307706,BUY_YES,0.64,0.63,kalshi_candlestick,yes_ask_open,2.0,7,4.48,0.12,0.01,4.6000000000000005,0.1898269471307705,0.0864219120912067,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1048.37,-4.48,-4.6000000000000005,trading_outer_00,edge_0_all_both_unlimited,0.25
3,NYC,2025-05-08,KXHIGHNY-25MAY08,KXHIGHNY-25MAY08-B71.5,2025-05-08 14:35:00+00:00,2025-05-08 14:37:00+00:00,2025-05-15 14:00:00+00:00,2025-05-08 14:00:00+00:00,35.0,0.1038972892374942,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,2.0,9,0.36,0.03,0.01,0.39,0.0538972892374942,0.0014097910317482,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1048.37,-0.36,-0.39,trading_outer_00,edge_0_all_both_unlimited,0.25
4,NYC,2025-05-10,KXHIGHNY-25MAY10,KXHIGHNY-25MAY10-B72.5,2025-05-10 20:20:00+00:00,2025-05-10 20:21:00+00:00,2025-05-17 14:00:00+00:00,2025-05-10 20:00:00+00:00,20.0,0.864207699718811,BUY_YES,0.65,0.64,kalshi_candlestick,yes_ask_open,1.0,7,4.55,0.12,0.01,4.67,0.1942076997188109,0.0931593100724633,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1044.46,2.45,2.33,trading_outer_00,edge_0_all_both_unlimited,0.25
5,NYC,2025-05-15,KXHIGHNY-25MAY15,KXHIGHNY-25MAY15-B69.5,2025-05-15 19:45:00+00:00,2025-05-15 19:46:00+00:00,2025-05-22 14:00:00+00:00,2025-05-15 19:00:00+00:00,45.0,0.7156708123451629,BUY_YES,0.32,0.31,kalshi_candlestick,yes_ask_open,1.0,16,5.12,0.25,0.01,5.37,0.3756708123451629,0.2591925931803211,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1044.03,10.879999999999999,10.629999999999999,trading_outer_00,edge_0_all_both_unlimited,0.25
6,NYC,2025-05-15,KXHIGHNY-25MAY15,KXHIGHNY-25MAY15-B71.5,2025-05-15 19:45:00+00:00,2025-05-15 19:46:00+00:00,2025-05-22 14:00:00+00:00,2025-05-15 19:00:00+00:00,45.0,0.2843291876548369,BUY_YES,0.08,0.07,kalshi_candlestick,yes_ask_open,1.0,65,5.2,0.34,0.0099999999999999,5.54,0.1943291876548369,0.1009153816589255,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1044.03,-5.2,-5.54,trading_outer_00,edge_0_all_both_unlimited,0.25
7,NYC,2025-05-17,KXHIGHNY-25MAY17,KXHIGHNY-25MAY17-B80.5,2025-05-17 20:45:00+00:00,2025-05-17 20:46:00+00:00,2025-05-24 14:00:00+00:00,2025-05-17 20:00:00+00:00,45.0,0.6250337320493871,BUY_YES,0.46,0.45,kalshi_candlestick,yes_ask_open,1.0,11,5.0600000000000005,0.2,0.01,5.260000000000001,0.145033732049387,0.0262026040078233,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1032.92,-5.0600000000000005,-5.260000000000001,trading_outer_00,edge_0_all_both_unlimited,0.25
8,NYC,2025-05-18,KXHIGHNY-25MAY18,KXHIGHNY-25MAY18-B68.5,2025-05-18 14:30:00+00:00,2025-05-18 14:31:00+00:00,2025-05-25 14:00:00+00:00,2025-05-18 14:00:00+00:00,30.0,0.1595822321120766,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,263,5.26,0.37,0.01,5.63,0.1295822321120766,0.0611667990921707,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1032.92,-5.26,-5.63,trading_outer_00,edge_0_all_both_unlimited,0.25
9,NYC,2025-05-18,KXHIGHNY-25MAY18,KXHIGHNY-25MAY18-B70.5,2025-05-18 14:30:00+00:00,2025-05-18 14:31:00+00:00,2025-05-25 14:00:00+00:00,2025-05-18 14:00:00+00:00,30.0,0.2306190767665832,BUY_YES,0.08,0.07,kalshi_candlestick,yes_ask_open,1.0,65,5.2,0.34,0.0099999999999999,5.54,0.1406190767665832,0.0565594926174563,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1032.92,-5.2,-5.54,trading_outer_00,edge_0_all_both_unlimited,0.25
11,NYC,2025-05-24,KXHIGHNY-25MAY24,KXHIGHNY-25MAY24-B64.5,2025-05-24 13:30:00+00:00,2025-05-24 13:31:00+00:00,2025-05-31 14:00:00+00:00,2025-05-24 13:00:00+00:00,30.0,0.5970331875068354,BUY_YES,0.31,0.3,kalshi_candlestick,yes_ask_open,1.0,17,5.27,0.26,0.01,5.529999999999999,0.2670331875068354,0.1483048391819731,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1038.81,11.73,11.47,trading_outer_00,edge_0_all_both_unlimited,0.25
12,NYC,2025-05-24,KXHIGHNY-25MAY24,KXHIGHNY-25MAY24-T62,2025-05-24 13:30:00+00:00,2025-05-24 13:31:00+00:00,2025-05-31 14:00:00+00:00,2025-05-24 13:00:00+00:00,30.0,0.4029668124931647,BUY_YES,0.17,0.16,kalshi_candlestick,yes_ask_open,1.0,31,5.2700000000000005,0.31,0.01,5.58,0.2229668124931646,0.1146154526138885,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1038.81,-5.2700000000000005,-5.58,trading_outer_00,edge_0_all_both_unlimited,0.25
14,NYC,2025-05-30,KXHIGHNY-25MAY30,KXHIGHNY-25MAY30-B77.5,2025-05-30 15:15:00+00:00,2025-05-30 15:16:00+00:00,2025-06-06 14:00:00+00:00,2025-05-30 15:00:00+00:00,15.0,0.2108169634787051,BUY_YES,0.08,0.07,kalshi_candlestick,yes_ask_open,1.0,65,5.2,0.34,0.0099999999999999,5.54,0.1208169634787051,0.0407012019804581,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,997.3299999999999,-5.2,-5.54,trading_outer_00,edge_0_all_both_unlimited,0.25
15,NYC,2025-05-30,KXHIGHNY-25MAY30,KXHIGHNY-25MAY30-T73,2025-05-30 15:15:00+00:00,2025-05-30 15:16:00+00:00,2025-06-06 14:00:00+00:00,2025-05-30 15:00:00+00:00,15.0,0.1948029769595473,BUY_YES,0.09,0.08,kalshi_candlestick,yes_ask_open,1.0,57,5.13,0.33,0.0099999999999999,5.46,0.0948029769595473,0.0180977896389079,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,997.3299999999999,-5.13,-5.46,trading_outer_00,edge_0_all_both_unlimited,0.25
16,NYC,2025-05-30,KXHIGHNY-25MAY30,KXHIGHNY-25MAY30-T80,2025-05-30 15:25:00+00:00,2025-05-30 15:26:00+00:00,2025-06-06 14:00:00+00:00,2025-05-30 15:00:00+00:00,25.0,0.1599461869335233,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,5,0.1,0.01,0.01,0.11,0.1299461869335233,0.0614389670502386,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,997.3299999999999,-0.1,-0.11,trading_outer_00,edge_0_all_both_unlimited,0.25
17,NYC,2025-05-31,KXHIGHNY-25MAY31,KXHIGHNY-25MAY31-B70.5,2025-05-31 14:50:00+00:00,2025-05-31 14:51:00+00:00,2025-06-07 14:00:00+00:00,2025-05-31 14:00:00+00:00,50.0,0.3201989846676697,BUY_YES,0.14,0.13,kalshi_candlestick,yes_ask_open,1.0,37,5.180000000000001,0.32,0.01,5.500000000000001,0.1701989846676697,0.07150056386714,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,997.3299999999999,-5.180000000000001,-5.500000000000001,trading_outer_00,edge_0_all_both_unlimited,0.25
18,NYC,2025-05-31,KXHIGHNY-25MAY31,KXHIGHNY-25MAY31-T68,2025-05-31 14:50:00+00:00,2025-05-31 14:51:00+00:00,2025-06-07 14:00:00+00:00,2025-05-31 14:00:00+00:00,50.0,0.6798010153323303,BUY_YES,0.43,0.42,kalshi_candlestick,yes_ask_open,1.0,12,5.16,0.21,0.01,5.37,0.2298010153323303,0.1118741933368297,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1009.3299999999999,6.84,6.63,trading_outer_00,edge_0_all_both_unlimited,0.25
19,NYC,2025-06-01,KXHIGHNY-25JUN01,KXHIGHNY-25JUN01-B66.5,2025-06-01 15:50:00+00:00,2025-06-01 15:51:00+00:00,2025-06-08 14:00:00+00:00,2025-06-01 15:00:00+00:00,50.0,0.6129781318249845,BUY_YES,0.44,0.43,kalshi_candlestick,yes_ask_open,1.0,11,4.84,0.19,0.01,5.03,0.1529781318249845,0.0341460047308899,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1011.8399999999999,6.16,5.97,trading_outer_00,edge_0_all_both_unlimited,0.25
20,NYC,2025-06-01,KXHIGHNY-25JUN01,KXHIGHNY-25JUN01-B68.5,2025-06-01 15:50:00+00:00,2025-06-01 15:51:00+00:00,2025-06-08 14:00:00+00:00,2025-06-01 15:00:00+00:00,50.0,0.3870218681750155,BUY_YES,0.25,0.24,kalshi_candlestick,yes_ask_open,1.0,14,3.5,0.19,0.01,3.69,0.1170218681750155,0.0102719244933662,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1011.8399999999999,-3.5,-3.69,trading_outer_00,edge_0_all_both_unlimited,0.25
21,NYC,2025-06-04,KXHIGHNY-25JUN04,KXHIGHNY-25JUN04-B82.5,2025-06-04 13:25:00+00:00,2025-06-04 13:26:00+00:00,2025-06-11 14:00:00+00:00,2025-06-04 13:00:00+00:00,25.0,0.6411170125100824,BUY_YES,0.47,0.46,kalshi_candlestick,yes_ask_open,1.0,11,5.17,0.2,0.01,5.37,0.1511170125100823,0.032396016029363,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1022.8399999999999,5.83,5.63,trading_outer_00,edge_0_all_both_unlimited,0.25
22,NYC,2025-06-04,KXHIGHNY-25JUN04,KXHIGHNY-25JUN04-B86.5,2025-06-04 17:40:00+00:00,2025-06-04 17:41:00+00:00,2025-06-11 14:00:00+00:00,2025-06-04 17:00:00+00:00,40.0,0.3670646893318238,BUY_YES,0.12,0.11,kalshi_candlestick,yes_ask_open,1.0,43,5.16,0.32,0.0099999999999999,5.48,0.2370646893318238,0.1324884229407857,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1022.8399999999999,-5.16,-5.48,trading_outer_00,edge_0_all_both_unlimited,0.25
26,NYC,2025-06-05,KXHIGHNY-25JUN05,KXHIGHNY-25JUN05-B84.5,2025-06-05 13:45:00+00:00,2025-06-05 13:46:00+00:00,2025-06-12 14:00:00+00:00,2025-06-05 13:00:00+00:00,45.0,0.2765118358628871,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,1.0,8,0.32,0.03,0.01,0.35,0.226511835862887,0.1343471534820813,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1045.84,-0.32,-0.35,trading_outer_00,edge_0_all_both_unlimited,0.25
23,NYC,2025-06-05,KXHIGHNY-25JUN05,KXHIGHNY-25JUN05-B86.5,2025-06-05 13:05:00+00:00,2025-06-05 13:06:00+00:00,2025-06-12 14:00:00+00:00,2025-06-05 13:00:00+00:00,5.0,0.4675700204996347,BUY_YES,0.22,0.21,kalshi_candlestick,yes_ask_open,1.0,23,5.06,0.28,0.01,5.34,0.2275700204996347,0.1139151649257775,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1045.84,17.94,17.66,trading_outer_00,edge_0_all_both_unlimited,0.25
24,NYC,2025-06-05,KXHIGHNY-25JUN05,KXHIGHNY-25JUN05-B90.5,2025-06-05 13:05:00+00:00,2025-06-05 13:06:00+00:00,2025-06-12 14:00:00+00:00,2025-06-05 13:00:00+00:00,5.0,0.5324299795003652,BUY_YES,0.3,0.29,kalshi_candlestick,yes_ask_open,1.0,17,5.1,0.25,0.01,5.35,0.2124299795003652,0.0953069752321019,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1045.84,-5.1,-5.35,trading_outer_00,edge_0_all_both_unlimited,0.25
28,NYC,2025-06-07,KXHIGHNY-25JUN07,KXHIGHNY-25JUN07-B81.5,2025-06-07 14:45:00+00:00,2025-06-07 14:47:00+00:00,2025-06-14 14:00:00+00:00,2025-06-07 14:00:00+00:00,45.0,0.1072564513735608,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,2.0,122,3.6599999999999997,0.25,0.0099999999999999,3.9099999999999997,0.0672564513735608,0.0136846172775631,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1041.36,-3.6599999999999997,-3.9099999999999997,trading_outer_00,edge_0_all_both_unlimited,0.25
29,NYC,2025-06-07,KXHIGHNY-25JUN07,KXHIGHNY-25JUN07-T77,2025-06-07 14:45:00+00:00,2025-06-07 14:46:00+00:00,2025-06-14 14:00:00+00:00,2025-06-07 14:00:00+00:00,45.0,0.8927435486264392,BUY_YES,0.75,0.74,kalshi_candlestick,yes_ask_open,1.0,6,4.5,0.08,0.01,4.58,0.1227435486264392,0.0271706696210595,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1041.36,1.5,1.42,trading_outer_00,edge_0_all_both_unlimited,0.25
30,NYC,2025-06-12,KXHIGHNY-25JUN12,KXHIGHNY-25JUN12-B87.5,2025-06-12 15:25:00+00:00,2025-06-12 15:26:00+00:00,2025-06-19 14:00:00+00:00,2025-06-12 15:00:00+00:00,25.0,0.7280932364501377,BUY_YES,0.48,0.47,kalshi_candlestick,yes_ask_open,1.0,10,4.8,0.18,0.01,4.9799999999999995,0.2280932364501377,0.1122885832535,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1033.62,5.2,5.0200000000000005,trading_outer_00,edge_0_all_both_unlimited,0.25
31,NYC,2025-06-12,KXHIGHNY-25JUN12,KXHIGHNY-25JUN12-B91.5,2025-06-12 15:25:00+00:00,2025-06-12 15:26:00+00:00,2025-06-19 14:00:00+00:00,2025-06-12 15:00:00+00:00,25.0,0.2719067635498623,BUY_YES,0.11,0.1,kalshi_candlestick,yes_ask_open,1.0,47,5.17,0.33,0.0099999999999999,5.5,0.1519067635498623,0.0604950107615793,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1033.62,-5.17,-5.5,trading_outer_00,edge_0_all_both_unlimited,0.25
32,NYC,2025-06-15,KXHIGHNY-25JUN15,KXHIGHNY-25JUN15-B64.5,2025-06-15 15:15:00+00:00,2025-06-15 15:16:00+00:00,2025-06-22 14:00:00+00:00,2025-06-15 15:00:00+00:00,15.0,0.594505114558709,BUY_YES,0.45,0.44,kalshi_candlestick,yes_ask_open,1.0,6,2.7,0.11,0.01,2.81,0.124505114558709,0.0058040720029661,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1017.7099999999999,3.3,3.19,trading_outer_00,edge_0_all_both_unlimited,0.25
34,NYC,2025-06-15,KXHIGHNY-25JUN15,KXHIGHNY-25JUN15-B66.5,2025-06-15 18:40:00+00:00,2025-06-15 18:41:00+00:00,2025-06-22 14:00:00+00:00,2025-06-15 18:00:00+00:00,40.0,0.3525343619246598,BUY_YES,0.05,0.04,kalshi_candlestick,yes_ask_open,1.0,51,2.5500000000000003,0.17,0.01,2.72,0.2925343619246598,0.1896620798157838,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1017.7099999999999,-2.5500000000000003,-2.72,trading_outer_00,edge_0_all_both_unlimited,0.25
33,NYC,2025-06-15,KXHIGHNY-25JUN15,KXHIGHNY-25JUN15-B70.5,2025-06-15 18:05:00+00:00,2025-06-15 18:07:00+00:00,2025-06-22 14:00:00+00:00,2025-06-15 18:00:00+00:00,5.0,0.2284551519982186,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,2.0,262,5.24,0.36,0.01,5.6000000000000005,0.1984551519982186,0.1148125717389254,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1017.7099999999999,-5.24,-5.6000000000000005,trading_outer_00,edge_0_all_both_unlimited,0.25
35,NYC,2025-06-16,KXHIGHNY-25JUN16,KXHIGHNY-25JUN16-B68.5,2025-06-16 15:20:00+00:00,2025-06-16 15:21:00+00:00,2025-06-23 14:00:00+00:00,2025-06-16 15:00:00+00:00,20.0,0.4659609245744473,BUY_YES,0.33,0.32,kalshi_candlestick,yes_ask_open,1.0,2,0.66,0.04,0.01,0.7000000000000001,0.1159609245744473,0.0024155683353141,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1019.7099999999999,1.3399999999999999,1.2999999999999998,trading_outer_00,edge_0_all_both_unlimited,0.25
36,NYC,2025-06-16,KXHIGHNY-25JUN16,KXHIGHNY-25JUN16-B70.5,2025-06-16 15:20:00+00:00,2025-06-16 15:22:00+00:00,2025-06-23 14:00:00+00:00,2025-06-16 15:00:00+00:00,20.0,0.1723209791175651,BUY_YES,0.08,0.07,kalshi_candlestick,yes_ask_open,2.0,38,3.04,0.2,0.0099999999999999,3.24,0.0823209791175651,0.0107726209390207,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1019.7099999999999,-3.04,-3.24,trading_outer_00,edge_0_all_both_unlimited,0.25
37,NYC,2025-06-16,KXHIGHNY-25JUN16,KXHIGHNY-25JUN16-T66,2025-06-16 15:20:00+00:00,2025-06-16 15:22:00+00:00,2025-06-23 14:00:00+00:00,2025-06-16 15:00:00+00:00,20.0,0.3617180963079877,BUY_YES,0.23,0.22,kalshi_candlestick,yes_ask_open,2.0,11,2.5300000000000002,0.14,0.01,2.6700000000000004,0.1117180963079876,0.0077567729222853,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1019.7099999999999,-2.5300000000000002,-2.6700000000000004,trading_outer_00,edge_0_all_both_unlimited,0.25
38,NYC,2025-06-19,KXHIGHNY-25JUN19,KXHIGHNY-25JUN19-B87.5,2025-06-19 15:25:00+00:00,2025-06-19 15:26:00+00:00,2025-06-26 14:00:00+00:00,2025-06-19 15:00:00+00:00,25.0,0.56697667776777,BUY_YES,0.24,0.23,kalshi_candlestick,yes_ask_open,1.0,21,5.04,0.27,0.01,5.3100000000000005,0.3069766777677701,0.1887620415747312,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1035.52,15.96,15.69,trading_outer_00,edge_0_all_both_unlimited,0.25
39,NYC,2025-06-19,KXHIGHNY-25JUN19,KXHIGHNY-25JUN19-B93.5,2025-06-19 15:25:00+00:00,2025-06-19 15:26:00+00:00,2025-06-26 14:00:00+00:00,2025-06-19 15:00:00+00:00,25.0,0.43302332223223,BUY_YES,0.15,0.14,kalshi_candlestick,yes_ask_open,1.0,35,5.25,0.32,0.01,5.57,0.2730233222322301,0.1619713509910247,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1035.52,-5.25,-5.57,trading_outer_00,edge_0_all_both_unlimited,0.25
40,NYC,2025-06-21,KXHIGHNY-25JUN21,KXHIGHNY-25JUN21-B86.5,2025-06-21 15:35:00+00:00,2025-06-21 15:36:00+00:00,2025-06-28 14:00:00+00:00,2025-06-21 15:00:00+00:00,35.0,0.5795870001384559,BUY_YES,0.4,0.39,kalshi_candlestick,yes_ask_open,1.0,13,5.2,0.22,0.01,5.42,0.1595870001384558,0.0411068078424047,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1048.52,7.8,7.58,trading_outer_00,edge_0_all_both_unlimited,0.25
41,NYC,2025-06-21,KXHIGHNY-25JUN21,KXHIGHNY-25JUN21-B92.5,2025-06-21 15:45:00+00:00,2025-06-21 15:46:00+00:00,2025-06-28 14:00:00+00:00,2025-06-21 15:00:00+00:00,45.0,0.1355977569291851,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,1.0,175,5.25,0.36,0.0099999999999999,5.61,0.0955977569291851,0.033553099579282,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1048.52,-5.25,-5.61,trading_outer_00,edge_0_all_both_unlimited,0.25
44,NYC,2025-06-24,KXHIGHNY-25JUN24,KXHIGHNY-25JUN24-B98.5,2025-06-24 13:25:00+00:00,2025-06-24 13:26:00+00:00,2025-07-01 14:00:00+00:00,2025-06-24 13:00:00+00:00,25.0,0.4892260881647723,BUY_YES,0.33,0.32,kalshi_candlestick,yes_ask_open,1.0,15,4.95,0.24,0.01,5.19,0.1392260881647723,0.0242082425508274,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1063.52,10.05,9.809999999999999,trading_outer_00,edge_0_all_both_unlimited,0.25
46,NYC,2025-07-01,KXHIGHNY-25JUL01,KXHIGHNY-25JUL01-B88.5,2025-07-01 17:00:00+00:00,2025-07-01 17:01:00+00:00,2025-07-08 14:00:00+00:00,2025-07-01 17:00:00+00:00,0.0,0.7362967364132657,BUY_YES,0.55,0.54,kalshi_candlestick,yes_ask_open,1.0,9,4.95,0.16,0.01,5.11,0.1662967364132656,0.0509881394695801,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1067.41,4.05,3.8899999999999997,trading_outer_00,edge_0_all_both_unlimited,0.25
47,NYC,2025-07-09,KXHIGHNY-25JUL09,KXHIGHNY-25JUL09-B86.5,2025-07-09 18:05:00+00:00,2025-07-09 18:07:00+00:00,2025-07-16 14:00:00+00:00,2025-07-09 18:00:00+00:00,5.0,0.1019309033746959,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,2.0,266,5.32,0.37,0.01,5.69,0.0719309033746959,0.0200869705381324,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1070.16,-5.32,-5.69,trading_outer_00,edge_0_all_both_unlimited,0.25
48,NYC,2025-07-09,KXHIGHNY-25JUL09,KXHIGHNY-25JUL09-B90.5,2025-07-09 18:05:00+00:00,2025-07-09 18:06:00+00:00,2025-07-16 14:00:00+00:00,2025-07-09 18:00:00+00:00,5.0,0.7611716549055991,BUY_YES,0.38,0.37,kalshi_candlestick,yes_ask_open,1.0,14,5.32,0.24,0.01,5.5600000000000005,0.3611716549055991,0.2476296170720512,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1070.16,8.68,8.44,trading_outer_00,edge_0_all_both_unlimited,0.25
49,NYC,2025-07-18,KXHIGHNY-25JUL18,KXHIGHNY-25JUL18-B81.5,2025-07-18 22:30:00+00:00,2025-07-18 22:31:00+00:00,2025-07-25 14:00:00+00:00,2025-07-18 22:00:00+00:00,30.0,0.6223599256905106,BUY_NO,0.24,0.2299999999999999,kalshi_candlestick,implied_no_ask_from_yes_bid_open,1.0,17,4.08,0.22,0.01,4.3,0.1176400743094894,0.0118882486760169,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1041.1899999999998,-4.08,-4.3,trading_outer_00,edge_0_all_both_unlimited,0.25
50,NYC,2025-07-18,KXHIGHNY-25JUL18,KXHIGHNY-25JUL18-B83.5,2025-07-18 22:50:00+00:00,2025-07-18 22:51:00+00:00,2025-07-25 14:00:00+00:00,2025-07-18 22:00:00+00:00,50.0,0.3933011640099827,BUY_YES,0.26,0.25,kalshi_candlestick,yes_ask_open,1.0,8,2.08,0.11,0.01,2.19,0.1133011640099827,0.0059063920893173,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1041.1899999999998,-2.08,-2.19,trading_outer_00,edge_0_all_both_unlimited,0.25
51,NYC,2025-07-19,KXHIGHNY-25JUL19,KXHIGHNY-25JUL19-B81.5,2025-07-19 13:40:00+00:00,2025-07-19 13:41:00+00:00,2025-07-26 14:00:00+00:00,2025-07-19 13:00:00+00:00,40.0,0.753717063552469,BUY_YES,0.5,0.49,kalshi_candlestick,yes_ask_open,1.0,10,5.0,0.18,0.01,5.18,0.233717063552469,0.1196029171195283,1,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1044.1399999999999,5.0,4.82,trading_outer_00,edge_0_all_both_unlimited,0.25
52,NYC,2025-07-19,KXHIGHNY-25JUL19,KXHIGHNY-25JUL19-B85.5,2025-07-19 13:40:00+00:00,2025-07-19 13:42:00+00:00,2025-07-26 14:00:00+00:00,2025-07-19 13:00:00+00:00,40.0,0.2462829364475309,BUY_YES,0.08,0.07,kalshi_candlestick,yes_ask_open,2.0,66,5.28,0.35,0.0099999999999999,5.63,0.1562829364475309,0.0693019709867866,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1044.1399999999999,-5.28,-5.63,trading_outer_00,edge_0_all_both_unlimited,0.25
53,NYC,2025-07-19,KXHIGHNY-25JUL19,KXHIGHNY-25JUL19-T79,2025-07-19 14:55:00+00:00,2025-07-19 14:56:00+00:00,2025-07-26 14:00:00+00:00,2025-07-19 14:00:00+00:00,55.0,0.1715690369943384,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,1.0,14,0.42,0.03,0.0099999999999999,0.44999999999999996,0.1315690369943384,0.0602011667487016,0,kalshi_result,next_candle_open,counterfactual_sizing_sensitivity_no_historical_depth,False,1044.1399999999999,-0.42,-0.44999999999999996,trading_outer_00,edge_0_all_both_unlimited,0.25
