selection_for_fold,candidate_id,eligible,prior_cagr,prior_max_drawdown_fraction,prior_net_pnl,prior_n_trades,prior_fold_pnl,complexity
trading_outer_01,edge_0.1_after_16_buy_no_2,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.1_after_16_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],3
trading_outer_01,edge_0.1_after_12_both_1,False,0.0022473522140229463,-0.0001898746827093678,1.0699999999999998,4,[1.0699999999999998],3
trading_outer_01,edge_0.1_after_12_both_2,False,0.0019951811996699043,-0.00021987467143735895,0.95,6,[0.95],3
trading_outer_01,edge_0.1_after_12_both_unlimited,False,0.0019951811996699043,-0.00021987467143735895,0.95,6,[0.95],2
trading_outer_01,edge_0.1_after_12_buy_yes_1,False,0.0022473522140229463,-0.0001898746827093678,1.0699999999999998,4,[1.0699999999999998],4
trading_outer_01,edge_0.1_after_12_buy_yes_2,False,0.0019951811996699043,-0.00021987467143735895,0.95,6,[0.95],4
trading_outer_01,edge_0.1_after_12_buy_yes_unlimited,False,0.0019951811996699043,-0.00021987467143735895,0.95,6,[0.95],3
trading_outer_01,edge_0.1_after_12_buy_no_1,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.1_after_12_buy_no_2,False,0.0,0.0,0.0,0,[0.0],4
trading_outer_01,edge_0.1_after_12_buy_no_unlimited,False,0.0,0.0,0.0,0,[0.0],3
