run_id,feature_set,feature_count,distribution,hyperparams_name,sigma_factor,split,nll,bucket_log_loss,bucket_brier,mean_sigma,median_sigma,nll_rank,brier_rank,log_loss_rank,rank_sum
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.2,test,1.900913188075708,1.1617649398465557,0.12247562666016279,2.1957669594665132,2.1675085252438326,138.0,172.0,162.0,472.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.25,validation,1.9493721766140806,1.1781740094466706,0.12617181909273198,2.160225599472544,2.210098980335197,148.0,179.0,176.0,503.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.25,test,1.911876257614768,1.167124530887464,0.12288353861125256,2.2872572494442847,2.257821380462326,148.0,179.0,176.0,503.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.3,validation,1.956883059256879,1.1834798647787583,0.12641218720572472,2.2466346234514463,2.2985029395486047,167.0,190.0,193.0,550.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.3,test,1.9246166006361936,1.1736665880337769,0.12338516212017367,2.378747539422056,2.3481342356808192,167.0,190.0,193.0,550.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.4,validation,1.9774592797234862,1.1971150736905887,0.12717814473453945,2.4194526714092492,2.47531085797542,204.0,205.0,218.0,627.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.4,test,1.954021066790009,1.1895215021033765,0.12462302000372794,2.561728119377599,2.528759946117805,204.0,205.0,218.0,627.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.5,validation,2.0032654656106765,1.2137419112309795,0.12824983308259075,2.592270719367053,2.6521187764022365,230.0,223.0,239.0,692.0
current36__normal__prod_500_lr001_depth3_leaf50_sub08_direct,current36,36,normal,prod_500_lr001_depth3_leaf50_sub08_direct,1.5,test,1.9869494308027975,1.208089530540772,0.12610767421540447,2.7447086993331413,2.709385656554791,230.0,223.0,239.0,692.0
current36__laplace__fast_120_lr005_depth2_leaf50_sub1_direct,current36,36,laplace,fast_120_lr005_depth2_leaf50_sub1_direct,0.6,validation,2.1850661443983066,1.3032260605499706,0.1381343709395767,0.8316685219647852,0.8404983516750795,290.0,309.0,290.0,889.0
